# The string slots holding the enemy status lines, the four hints under an
# enemy's stats in battle. Generated by scripts/extract_enemy_info.js -- edit
# glossaries/enemy_info_glossary.tsv to change the English, not this file.
#
# Columns: string slot <TAB> the Japanese, JSON-quoted <TAB> how many enemies use it.
# ◆敵情報１, ◆敵情報２, ◆敵情報３, ◆敵情報４ = globals 356, 357, 358, 359.
# 6 more slots are assigned here and used elsewhere too, so translating
# them would change something other than this panel. They are left out: s[0] = "", s[12400] = "デセラレーター", s[12708] = "制限装甲", s[12668] = "炎無効", s[12670] = "氷無効", s[2686] = "　".
14070	"6.13.20　魔力球配置"	1
14071	"27.34　　魔力球配置"	1
14078	"コンボ4以上→大技返し"	1
14094	"勝利方法"	1
14095	"　隙を見てクラウゼンの手を"	1
14099	"異常があると動きが鈍い"	1
14100	"健康体の時ほど強い"	1
14104	"敵HP50%以下→完全回復 1回"	1
14105	"寒波、凍え状態にする"	1
14198	"魔物兵．小数型"	2
14199	"3.6.9ラウンド　援軍"	2
14200	"魔法型"	1
14205	"魔物兵．大軍型"	1
14208	"魔物兵．軍師型"	1
14209	"6.9ラウンド　大技"	1
14210	"作戦多発"	1
14213	"魔物兵．攻撃型"	1
14214	"魔物兵　魔法型"	1
14216	"魔物兵．突撃型"	1
14217	"1.2.3ラウンド　大技"	1
14222	"魔物兵．防御型"	1
14223	"5ラウンド　軍師、土嚢"	1
14226	"魔物兵．飛行型"	1
14227	"飛行喪失→逃亡有り"	1
14228	"3.5.10.20ラウンド　援軍"	1
14229	"敵異常２→解除行動"	1
14232	"モンスター.基本型"	1
14236	"モンスター.回復型"	1
14237	"1ラウンド　回復"	1
14238	"3.6ラウンド　防御"	1
14242	"モンスター.突撃型"	1
14245	"モンスター.大技型"	1
14247	"モンスター.魔法型"	1
14249	"モンスター.大軍型"	1
14251	"基本攻撃型"	1
